Output Order,Index Name,In Text Name,Category,Introduced in Version,Description,Numerator/equation,Denominator,Corpus/Database,Reference,Corpus/Database Reference,Mode-Genre,Raw/Lemma,Types of Words,Raw/Log,Tokens/Types
736,COCA_lemma_newspaper_Trigram_Range_TP,COCA News Trigram Range,Ngram Range,TAALES 2.5,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Types
737,COCA_lemma_newspaper_Trigram_Frequency_Log_TP,COCA News Trigram Frequency Logarithm,Ngram Frequency,TAALES 2.5,Mean trigram frequency score,Sum of trigram frequency scores,number of trigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Log Transformed,Types
738,COCA_lemma_newspaper_Trigram_Range_Log_TP,COCA News Trigram Range Logarithm,Ngram Range,TAALES 2.5,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Log Transformed,Types
739,COCA_lemma_newspaper_tri_MI_TP,COCA News Trigram Unigram to Bigram Association Strength (MI),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (item 1 = first word, item 2 = following bigram)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Types
740,COCA_lemma_newspaper_tri_MI2_TP,COCA News Trigram Unigram to Bigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (MI^2)  (item 1 = first word, item 2 = following bigram)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Types
741,COCA_lemma_newspaper_tri_T_TP,COCA News Trigram Unigram to Bigram Association Strength (T),Ngram Association Strength,TAALES 2.5,"Mean T Association Strength Score  (item 1 = first word, item 2 = following bigram)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Types
742,COCA_lemma_newspaper_tri_DP_TP,COCA News Trigram Unigram to Bigram Association Strength (DP),Ngram Association Strength,TAALES 2.5,"Mean Delta P Association Score (left to right)  (item 1 = first word, item 2 = following bigram)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Types
743,COCA_lemma_newspaper_tri_AC_TP,COCA News Trigram Unigram to Bigram Association Strength (AC),Ngram Association Strength,TAALES 2.5,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first word, item 2 = following bigram)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Types
744,COCA_lemma_newspaper_tri_2_MI_TP,COCA News Trigram Bigram to Unigram Association Strength (MI),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (item 1 = first bigram, item 2 = remaining word)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Types
745,COCA_lemma_newspaper_tri_2_MI2_TP,COCA News Trigram Bigram to Unigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (MI^2)  (item 1 = first bigram, item 2 = remaining word)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Types
746,COCA_lemma_newspaper_tri_2_T_TP,COCA News Trigram Bigram to Unigram Association Strength (T),Ngram Association Strength,TAALES 2.5,"Mean T Association Strength Score  (item 1 = first bigram, item 2 = remaining word)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Types
747,COCA_lemma_newspaper_tri_2_DP_TP,COCA News Trigram Bigram to Unigram Association Strength (DP),Ngram Association Strength,TAALES 2.5,"Mean Delta P Association Score (left to right)  (item 1 = first bigram, item 2 = remaining word)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Types
748,COCA_lemma_newspaper_tri_2_AC_TP,COCA News Trigram Bigram to Unigram Association Strength (AC),Ngram Association Strength,TAALES 2.5,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first bigram, item 2 = remaining word)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Types
749,COCA_lemma_newspaper_tri_prop_30k_TP,COCA News Trigram Proportion 30k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 30,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Types
750,COCA_lemma_newspaper_tri_prop_60k_TP,COCA News Trigram Proportion 60k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 60,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Types
751,COCA_lemma_newspaper_tri_prop_90k_TP,COCA News Trigram Proportion 90k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 90,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Types
752,COCA_lemma_spoken_Trigram_Frequency_TP,COCA Spoken Trigram Frequency,Ngram Frequency,TAALES 2.5,Mean trigram frequency score,Sum of trigram frequency scores,number of trigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Types
753,COCA_lemma_spoken_Trigram_Range_TP,COCA Spoken Trigram Range,Ngram Range,TAALES 2.5,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Types
754,COCA_lemma_spoken_Trigram_Frequency_Log_TP,COCA Spoken Trigram Frequency Logarithm,Ngram Frequency,TAALES 2.5,Mean trigram frequency score,Sum of trigram frequency scores,number of trigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Log Transformed,Types
755,COCA_lemma_spoken_Trigram_Range_Log_TP,COCA Spoken Trigram Range Logarithm,Ngram Range,TAALES 2.5,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Log Transformed,Types
756,COCA_lemma_spoken_tri_MI_TP,COCA Spoken Trigram Unigram to Bigram Association Strength (MI),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (item 1 = first word, item 2 = following bigram)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Types
757,COCA_lemma_spoken_tri_MI2_TP,COCA Spoken Trigram Unigram to Bigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (MI^2)  (item 1 = first word, item 2 = following bigram)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Types
758,COCA_lemma_spoken_tri_T_TP,COCA Spoken Trigram Unigram to Bigram Association Strength (T),Ngram Association Strength,TAALES 2.5,"Mean T Association Strength Score  (item 1 = first word, item 2 = following bigram)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Types
759,COCA_lemma_spoken_tri_DP_TP,COCA Spoken Trigram Unigram to Bigram Association Strength (DP),Ngram Association Strength,TAALES 2.5,"Mean Delta P Association Score (left to right)  (item 1 = first word, item 2 = following bigram)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Types
760,COCA_lemma_spoken_tri_AC_TP,COCA Spoken Trigram Unigram to Bigram Association Strength (AC),Ngram Association Strength,TAALES 2.5,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first word, item 2 = following bigram)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Types
761,COCA_lemma_spoken_tri_2_MI_TP,COCA Spoken Trigram Bigram to Unigram Association Strength (MI),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (item 1 = first bigram, item 2 = remaining word)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Types
762,COCA_lemma_spoken_tri_2_MI2_TP,COCA Spoken Trigram Bigram to Unigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (MI^2)  (item 1 = first bigram, item 2 = remaining word)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Types
763,COCA_lemma_spoken_tri_2_T_TP,COCA Spoken Trigram Bigram to Unigram Association Strength (T),Ngram Association Strength,TAALES 2.5,"Mean T Association Strength Score  (item 1 = first bigram, item 2 = remaining word)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Types
764,COCA_lemma_spoken_tri_2_DP_TP,COCA Spoken Trigram Bigram to Unigram Association Strength (DP),Ngram Association Strength,TAALES 2.5,"Mean Delta P Association Score (left to right)  (item 1 = first bigram, item 2 = remaining word)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Types
765,COCA_lemma_spoken_tri_2_AC_TP,COCA Spoken Trigram Bigram to Unigram Association Strength (AC),Ngram Association Strength,TAALES 2.5,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first bigram, item 2 = remaining word)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Types
766,COCA_lemma_spoken_tri_prop_30k_TP,COCA Spoken Trigram Proportion 30k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 30,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Types
767,COCA_lemma_spoken_tri_prop_60k_TP,COCA Spoken Trigram Proportion 60k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 60,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Types
768,COCA_lemma_spoken_tri_prop_90k_TP,COCA Spoken Trigram Proportion 90k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 90,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Types
769,eat_types,Free Association Response Types AW,Contextual Distinctiveness,TAALES 2.0,Number of word types that come to mind in response to word as stimuli in free association,Number of response types elicited by word as stimuli in discrete word association experiment,NA,NA,"Kiss et al., 1973",n/a,Written,Raw,All Words,Raw,Tokens
770,eat_tokens,Free Association Response Tokens AW,Contextual Distinctiveness,TAALES 2.0,Number of word tokens that come to mind in response to word as stimuli in free association,Number of response tokens elicited by word as stimuli in discrete word association experiment,NA,NA,"Kiss et al., 1973",n/a,Written,Raw,All Words,Raw,Tokens
771,USF,Free Association Stimuli Elicited AW,Contextual Distinctiveness,TAALES 2.0,Number of different stimuli that elicit word as response in free association,Number of stimuli that elicited word as response in discrete word association experiment,NA,NA,"Nelson, McEvoy, & Schreiber, 1998",n/a,Written,Raw,All Words,Raw,Tokens
772,McD_CD,McDonald Co-occurrence Probability AW,Contextual Distinctiveness,TAALES 2.0,Co-occurrence probability of word with 500 highly frequent context lemmas (within 5 unigrams to the left and right of the target lemma),Kullback-Leibler divergence relative entropy,NA,British National Corpus,"McDonald & Shillcock, 2001","Burnage & Dunlop, 1992",Spoken,Lemma,All Words,(units are expressed in bits),Tokens
773,Sem_D,Hoffman et al. Semantic Distinctiveness AW,Contextual Distinctiveness,TAALES 2.0,"Semantic variability of contexts (1,000-word chunks of text) in which word occurs",Natural log of mean LSA cosine of similiarity between contexts containing target words; reverses sign,NA,British National Corpus,"Hoffman, Ralph, & Rogers, 2013","BNC, 2007",Written,Raw,All Words,"Log, reversed sign",Tokens
774,eat_types_CW,Free Association Response Types CW,Contextual Distinctiveness,TAALES 2.0,Number of word types that come to mind in response to word as stimuli in free association,Number of response types elicited by word as stimuli in discrete word association experiment,NA,NA,"Kiss et al., 1973",n/a,Written,Raw,Content Words,Raw,Tokens
775,eat_tokens_CW,Free Association Response Tokens CW,Contextual Distinctiveness,TAALES 2.0,Number of word tokens that come to mind in response to word as stimuli in free association,Number of response tokens elicited by word as stimuli in discrete word association experiment,NA,NA,"Kiss et al., 1973",n/a,Written,Raw,Content Words,Raw,Tokens
776,USF_CW,Free Association Stimuli Elicited CW,Contextual Distinctiveness,TAALES 2.0,Number of different stimuli that elicit word as response in free association,Number of stimuli that elicited word as response in discrete word association experiment,NA,NA,"Nelson, McEvoy, & Schreiber, 1998",n/a,Written,Raw,Content Words,Raw,Tokens
777,McD_CD_CW,McDonald Co-occurrence Probability CW,Contextual Distinctiveness,TAALES 2.0,Co-occurrence probability of word with 500 highly frequent context lemmas (within 5 unigrams to the left and right of the target lemma),Kullback-Leibler divergence relative entropy,NA,British National Corpus,"McDonald & Shillcock, 2001","Burnage & Dunlop, 1992",Spoken,Lemma,Content Words,(units are expressed in bits),Tokens
778,Sem_D_CW,Hoffman et al. Semantic Distinctiveness CW,Contextual Distinctiveness,TAALES 2.0,"Semantic variability of contexts (1,000-word chunks of text) in which word occurs",Natural log of mean LSA cosine of similiarity between contexts containing target words; reverses sign,NA,British National Corpus,"Hoffman, Ralph, & Rogers, 2013","BNC, 2007",Written,Raw,Content Words,"Log, reversed sign",Tokens
779,eat_types_FW,Free Association Types Response FW,Contextual Distinctiveness,TAALES 2.0,Number of word types that come to mind in response to word as stimuli in free association,Number of response types elicited by word as stimuli in discrete word association experiment,NA,NA,"Kiss et al., 1973",n/a,Written,Raw,Function Words,Raw,Tokens
780,eat_tokens_FW,Free Association Tokens Response FW,Contextual Distinctiveness,TAALES 2.0,Number of word tokens that come to mind in response to word as stimuli in free association,Number of response tokens elicited by word as stimuli in discrete word association experiment,NA,NA,"Kiss et al., 1973",n/a,Written,Raw,Function Words,Raw,Tokens
781,USF_FW,Free Association Stimuli Elicited FW,Contextual Distinctiveness,TAALES 2.0,Number of different stimuli that elicit word as response in free association,Number of stimuli that elicited word as response in discrete word association experiment,NA,NA,"Nelson, McEvoy, & Schreiber, 1998",n/a,Written,Raw,Function Words,Raw,Tokens
782,McD_CD_FW,McDonald Co-occurrence Probability FW,Contextual Distinctiveness,TAALES 2.0,Co-occurrence probability of word with 500 highly frequent context lemmas (within 5 unigrams to the left and right of the target lemma),Kullback-Leibler divergence relative entropy,NA,British National Corpus,"McDonald & Shillcock, 2001","Burnage & Dunlop, 1992",Spoken,Lemma,Function Words,(units are expressed in bits),Tokens
783,Sem_D_FW,Hoffman et al. Semantic Distinctiveness FW,Contextual Distinctiveness,TAALES 2.0,"Semantic variability of contexts (1,000-word chunks of text) in which word occurs",Natural log of mean LSA cosine of similiarity between contexts containing target words; reverses sign,NA,British National Corpus,"Hoffman, Ralph, & Rogers, 2013","BNC, 2007",Written,Raw,Function Words,"Log, reversed sign",Tokens
784,All_AWL_Normed,Academic Word List All,Academic Language,TAALES 1.0,Normed Count,Number of AWL words in text,Number of words in text,Academic Corpus,"Coxhead, 2000","Coxhead, 2001",Written,Lemmas/Families,N/A,Raw,Tokens
785,AWL_Sublist_1_Normed,Academic Word List Sublist 1,Academic Language,TAALES 1.0,Normed Count,Number of words from AWL Sublist 1 in text,0,Academic Corpus,"Coxhead, 2000","Coxhead, 2001",Written,Lemmas/Families,N/A,Raw,Tokens
786,AWL_Sublist_2_Normed,Academic Word List Sublist 2,Academic Language,TAALES 1.0,Normed Count,Number of words from AWL Sublist 2 in text,0,Academic Corpus,"Coxhead, 2000","Coxhead, 2001",Written,Lemmas/Families,N/A,Raw,Tokens
787,AWL_Sublist_3_Normed,Academic Word List Sublist 3,Academic Language,TAALES 1.0,Normed Count,Number of words from AWL Sublist 3 in text,0,Academic Corpus,"Coxhead, 2000","Coxhead, 2001",Written,Lemmas/Families,N/A,Raw,Tokens
788,AWL_Sublist_4_Normed,Academic Word List Sublist 4,Academic Language,TAALES 1.0,Normed Count,Number of words from AWL Sublist 4 in text,0,Academic Corpus,"Coxhead, 2000","Coxhead, 2001",Written,Lemmas/Families,N/A,Raw,Tokens
789,AWL_Sublist_5_Normed,Academic Word List Sublist 5,Academic Language,TAALES 1.0,Normed Count,Number of words from AWL Sublist 5 in text,0,Academic Corpus,"Coxhead, 2000","Coxhead, 2001",Written,Lemmas/Families,N/A,Raw,Tokens
790,AWL_Sublist_6_Normed,Academic Word List Sublist 6,Academic Language,TAALES 1.0,Normed Count,Number of words from AWL Sublist 6 in text,0,Academic Corpus,"Coxhead, 2000","Coxhead, 2001",Written,Lemmas/Families,N/A,Raw,Tokens
791,AWL_Sublist_7_Normed,Academic Word List Sublist 7,Academic Language,TAALES 1.0,Normed Count,Number of words from AWL Sublist 7 in text,0,Academic Corpus,"Coxhead, 2000","Coxhead, 2001",Written,Lemmas/Families,N/A,Raw,Tokens
792,AWL_Sublist_8_Normed,Academic Word List Sublist 8,Academic Language,TAALES 1.0,Normed Count,Number of words from AWL Sublist 8 in text,0,Academic Corpus,"Coxhead, 2000","Coxhead, 2001",Written,Lemmas/Families,N/A,Raw,Tokens
793,AWL_Sublist_9_Normed,Academic Word List Sublist 9,Academic Language,TAALES 1.0,Normed Count,Number of words from AWL Sublist 9 in text,0,Academic Corpus,"Coxhead, 2000","Coxhead, 2001",Written,Lemmas/Families,N/A,Raw,Tokens
794,AWL_Sublist_10_Normed,Academic Word List Sublist 10,Academic Language,TAALES 1.0,Normed Count,Number of words from AWL Sublist 10 in text,0,Academic Corpus,"Coxhead, 2000","Coxhead, 2001",Written,Lemmas/Families,N/A,Raw,Tokens
795,All_AFL_Normed,Academic Formulas List All,Academic Language,TAALES 1.0,Normed Count,Number of AFL items in text,Number of words in text,Four Corpora (see reference),"Simpson-Vlach & Ellis, 2010","Simpson et al., 2002; BNC, 2007, 2007; Hyland, 2005",Written/Spoken,Raw,N/A,Raw,Tokens
796,Core_AFL_Normed,Academic Formulas List Core,Academic Language,TAALES 1.0,Normed Count,0,0,Four Corpora (see reference),"Simpson-Vlach & Ellis, 2010","Simpson et al., 2002; BNC, 2007, 2007; Hyland, 2007",Written/Spoken,Raw,N/A,Raw,Tokens
797,Spoken_AFL_Normed,Academic Formulas List Spoken,Academic Language,TAALES 1.0,Normed Count,Number of Spoken AFL words in text,Number of words in text,Four Corpora (see reference),"Simpson-Vlach & Ellis, 2010","Simpson et al., 2002; BNC, 2007, 2007",Spoken,Raw,N/A,Raw,Tokens
798,Written_AFL_Normed,Academic Formulas List Written,Academic Language,TAALES 1.0,Normed Count,Number of Written AFL words in text,Number of words in text,Four Corpora (see reference),"Simpson-Vlach & Ellis, 2010","BNC, 2007, 2007; Hyland, 2007",Written,Raw,N/A,Raw,Tokens
799,Freq_HAL_AW,HAL Frequency,Word Frequency,TAALES 2.0,Frequencies from Hyperspace Analogue to Lang (HAL) corpus norms,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996","HAL is based on USENET, which is conversational online chat, though technically written",Raw,All words,Raw,Tokens
800,Log_Freq_HAL_AW,HAL Frequency Logarithm,Word Frequency,TAALES 2.0,Frequencies from Hyperspace Analogue to Lang (HAL) corpus norms,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996","HAL is based on USENET, which is conversational online chat, though technically written",Raw,All words,Log,Tokens
801,Ortho_N_AW,Orthographic Neighbors,Word Neighbor Information,TAALES 2.0,Number of orthographic neighbors,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,All words,Raw,Tokens
802,Phono_N_AW,Phonological Neighbors (homonyms excluded),Word Neighbor Information,TAALES 2.0,Number of phononological neighbors; excludes homophones,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,All words,Raw,Tokens
803,Phono_N_H_AW,Phonological Neighbors (homonyms included),Word Neighbor Information,TAALES 2.0,Number of phonological neighbors; includes homophones,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,All words,Raw,Tokens
804,OG_N_AW,Phonographic Neighbors (homophones excluded),Word Neighbor Information,TAALES 2.0,"Number of phonographic neighbors; i.e., words differing in one letter and one phoneme (e.g., stove and stone); different from orthographic neighbors, which are formed by substituting one letter w/ another (e.g., stove and shove); excludes homophones",NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,All words,Raw,Tokens
805,OG_N_H_AW,Phonographic Neighbors (homophones included),Word Neighbor Information,TAALES 2.0,"Number of phonographic neighbors; i.e., words differing in one letter and one phoneme (e.g., stove and stone); different from orthographic neighbors, which are formed by substituting one letter w/ another (e.g., stove and shove); includes homophones",NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,All words,Raw,Tokens
806,Freq_N_AW,Orthographic Neighborhood Frequency,Word Neighbor Information,TAALES 2.0,Ave freq (Freq_HAL) of orthographic neighborhood,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996",NA,Raw,All words,Raw,Tokens
807,Freq_N_P_AW,Phonological Neighborhood Frequency (homophones included),Word Neighbor Information,TAALES 2.0,Ave freq (Freq_HAL) of phonological neighborhood; excludes homophones,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996",NA,Raw,All words,Raw,Tokens
808,Freq_N_PH_AW,Phonological Neighborhood Frequency (homophones excluded),Word Neighbor Information,TAALES 2.0,Ave freq (Freq_HAL) of phonological neighborhood; includes homophones,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996",NA,Raw,All words,Raw,Tokens
809,Freq_N_OG_AW,Phonographic Neighborhood Frequency Logarithm (homophones included),Word Neighbor Information,TAALES 2.0,Ave log freq (Log_Freq_Hal) of phonographic neighborhood; excludes homophones,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996",NA,Raw,All words,Log,Tokens
810,Freq_N_OGH_AW,Phonographic Neighborhood Frequency Logarithm (homophones excluded),Word Neighbor Information,TAALES 2.0,Ave log freq (Log_Freq_Hal) of phonographic neighborhood; includes homophones,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996",NA,Raw,All words,Log,Tokens
811,OLD_AW,Average Levenshtein Distance of closest orthographic neighbors,Word Neighbor Information,TAALES 2.0,Mean orthographic Levenshtein distances from a word to its 20 closest neighbors; neighbors determined using orthographic Levenshtein distance,NA,NA,NA,"Yarkoni, Balota, & Yap, 2008","Balota et al., 2007",NA,Raw,All words,Raw,Tokens
812,OLDF_AW,Average log HAL frequency of closest orthographic neighbors,Word Neighbor Information,TAALES 2.0,Mean log HAL frequency of a word's 20 closest neighbors; neighbors determined using Levenshtein orthographic distance,NA,NA,NA,"Yarkoni, Balota, & Yap, 2008","Balota et al., 2007",NA,Raw,All words,Log,Tokens
813,PLD_AW,Average Levenshtein Distance of closest phonological neighbors,Word Neighbor Information,TAALES 2.0,Mean phonoogical Levenshtein distances from a word to its 20 closest neighbors; neighbors determined using phonological Levenshtein distance,NA,NA,NA,"Yarkoni, Balota, & Yap, 2008","Balota et al., 2007",NA,Raw,All words,Raw,Tokens
814,PLDF_AW,Average log HAL frequency of closest phonological neighbors,Word Neighbor Information,TAALES 2.0,Mean log HAL frequency of a word's 20 closest neighbors; neighbors determined using phonological Levenshein distance,NA,NA,NA,"Yarkoni, Balota, & Yap, 2008","Balota et al., 2007",NA,Raw,All words,Log,Tokens
815,Freq_HAL_CW,HAL Frequency CW,Word Frequency,TAALES 2.0,Frequencies from Hyperspace Analogue to Lang (HAL) corpus norms,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996","HAL is based on USENET, which is conversational online chat, though technically written",Raw,Content Words,Raw,Tokens
816,Log_Freq_HAL_CW,HAL Frequency Logarithm CW,Word Frequency,TAALES 2.0,Frequencies from Hyperspace Analogue to Lang (HAL) corpus norms,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996","HAL is based on USENET, which is conversational online chat, though technically written",Raw,Content Words,Log,Tokens
817,Ortho_N_CW,Orthographic Neighbors CW,Word Neighbor Information,TAALES 2.0,Number of orthographic neighbors,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Content Words,Raw,Tokens
818,Phono_N_CW,Phonological Neighbors (excludes homonyms) CW,Word Neighbor Information,TAALES 2.0,Number of phononological neighbors; excludes homophones,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Content Words,Raw,Tokens
819,Phono_N_H_CW,Phonological Neighbors (includes homonyms) CW,Word Neighbor Information,TAALES 2.0,Number of phonological neighbors; includes homophones,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Content Words,Raw,Tokens
820,OG_N_CW,Phonographic Neighbors (homophones excluded) CW,Word Neighbor Information,TAALES 2.0,"Number of phonographic neighbors; i.e., words differing in one letter and one phoneme (e.g., stove and stone); different from orthographic neighbors, which are formed merely by substituting one letter w/ another (e.g., stove and shove); excludes homophones",NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Content Words,Raw,Tokens
821,OG_N_H_CW,Phonographic Neighbors (homophones included) CW,Word Neighbor Information,TAALES 2.0,"Number of phonographic neighbors; i.e., words differing in one letter and one phoneme (e.g., stove and stone); different from orthographic neighbors, which are formed merely by substituting one letter w/ another (e.g., stove and shove); includes homophones",NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Content Words,Raw,Tokens
822,Freq_N_CW,Orthographic Neighborhood Frequency CW,Word Neighbor Information,TAALES 2.0,Ave freq (Freq_HAL) of orthographic neighborhood,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996",NA,Raw,Content Words,Raw,Tokens
