Output Order,Index Name,In Text Name,Category,Introduced in Version,Description,Numerator/equation,Denominator,Corpus/Database,Reference,Corpus/Database Reference,Mode-Genre,Raw/Lemma,Types of Words,Raw/Log,Tokens/Types
823,Freq_N_P_CW,Phonological Neighborhood Frequency (homophones included) CW,Word Neighbor Information,TAALES 2.0,Ave freq (Freq_HAL) of phonological neighborhood; excludes homophones,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996",NA,Raw,Content Words,Raw,Tokens
824,Freq_N_PH_CW,Phonological Neighborhood Frequency (homophones excluded) CW,Word Neighbor Information,TAALES 2.0,Ave freq (Freq_HAL) of phonological neighborhood; includes homophones,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996",NA,Raw,Content Words,Raw,Tokens
825,Freq_N_OG_CW,Phonographic Neighborhood Frequency Logarithm (homophones included) CW,Word Neighbor Information,TAALES 2.0,Ave log freq (Log_Freq_Hal) of phonographic neighborhood; excludes homophones,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996",NA,Raw,Content Words,Log,Tokens
826,Freq_N_OGH_CW,Phonographic Neighborhood Frequency Logarithm (homophones excluded) CW,Word Neighbor Information,TAALES 2.0,Ave log freq (Log_Freq_Hal) of phonographic neighborhood; includes homophones,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996",NA,Raw,Content Words,Log,Tokens
827,OLD_CW,Average Levenshtein Distance of closest orthographic neighbors CW,Word Neighbor Information,TAALES 2.0,Mean orthographic Levenshtein distances from a word to its 20 closest neighbors; neighbors determined using orthographic Levenshtein distance,NA,NA,NA,"Yarkoni, Balota, & Yap, 2008","Balota et al., 2007",NA,Raw,Content Words,Raw,Tokens
828,OLDF_CW,Average log HAL frequency of closest orthographic neighbors CW,Word Neighbor Information,TAALES 2.0,Mean log HAL frequency of a word's 20 closest neighbors; neighbors determined using Levenshtein orthographic distance,NA,NA,NA,"Yarkoni, Balota, & Yap, 2008","Balota et al., 2007",NA,Raw,Content Words,Log,Tokens
829,PLD_CW,Average Levenshtein Distance of closest phonological neighbors CW,Word Neighbor Information,TAALES 2.0,Mean phonoogical Levenshtein distances from a word to its 20 closest neighbors; neighbors determined using phonological Levenshtein distance,NA,NA,NA,"Yarkoni, Balota, & Yap, 2008","Balota et al., 2007",NA,Raw,Content Words,Raw,Tokens
830,PLDF_CW,Average log HAL frequency of closest phonological neighbors CW,Word Neighbor Information,TAALES 2.0,Mean log HAL frequency of a word's 20 closest neighbors; neighbors determined using phonological Levenshein distance,NA,NA,NA,"Yarkoni, Balota, & Yap, 2008","Balota et al., 2007",NA,Raw,Content Words,Log,Tokens
831,Freq_HAL_FW,HAL Frequency FW,Word Frequency,TAALES 2.0,Frequencies from Hyperspace Analogue to Lang (HAL) corpus norms,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996","HAL is based on USENET, which is conversational online chat, though technically written",Raw,Function Words,Raw,Tokens
832,Log_Freq_HAL_FW,HAL Frequency Logarithm FW,Word Frequency,TAALES 2.0,Frequencies from Hyperspace Analogue to Lang (HAL) corpus norms,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996","HAL is based on USENET, which is conversational online chat, though technically written",Raw,Function Words,Log,Tokens
833,Ortho_N_FW,Orthographic Neighbors FW,Word Neighbor Information,TAALES 2.0,Number of orthographic neighbors,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Function Words,Raw,Tokens
834,Phono_N_FW,Phonological Neighbors (excludes homonyms) FW,Word Neighbor Information,TAALES 2.0,Number of phononological neighbors; excludes homophones,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Function Words,Raw,Tokens
835,Phono_N_H_FW,Phonological Neighbors (includes homonyms) FW,Word Neighbor Information,TAALES 2.0,Number of phonological neighbors; includes homophones,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Function Words,Raw,Tokens
836,OG_N_FW,Phonographic Neighbors (homophones excluded) FW,Word Neighbor Information,TAALES 2.0,"Number of phonographic neighbors; i.e., words differing in one letter and one phoneme (e.g., stove and stone); different from orthographic neighbors, which are formed merely by substituting one letter w/ another (e.g., stove and shove); excludes homophones",NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Function Words,Raw,Tokens
837,OG_N_H_FW,Phonographic Neighbors (homophones included) FW,Word Neighbor Information,TAALES 2.0,"Number of phonographic neighbors; i.e., words differing in one letter and one phoneme (e.g., stove and stone); different from orthographic neighbors, which are formed merely by substituting one letter w/ another (e.g., stove and shove); includes homophones",NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Function Words,Raw,Tokens
838,Freq_N_FW,Orthographic Neighborhood Frequency FW,Word Neighbor Information,TAALES 2.0,Ave freq (Freq_HAL) of orthographic neighborhood,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996",NA,Raw,Function Words,Raw,Tokens
839,Freq_N_P_FW,Phonological Neighborhood Frequency (homophones included) FW,Word Neighbor Information,TAALES 2.0,Ave freq (Freq_HAL) of phonological neighborhood; excludes homophones,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996",NA,Raw,Function Words,Raw,Tokens
840,Freq_N_PH_FW,Phonological Neighborhood Frequency (homophones excluded) FW,Word Neighbor Information,TAALES 2.0,Ave freq (Freq_HAL) of phonological neighborhood; includes homophones,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996",NA,Raw,Function Words,Raw,Tokens
841,Freq_N_OG_FW,Phonographic Neighborhood Frequency Logarithm (homophones included) FW,Word Neighbor Information,TAALES 2.0,Ave log freq (Log_Freq_Hal) of phonographic neighborhood; excludes homophones,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996",NA,Raw,Function Words,Log,Tokens
842,Freq_N_OGH_FW,Phonographic Neighborhood Frequency Logarithm (homophones excluded) FW,Word Neighbor Information,TAALES 2.0,Ave log freq (Log_Freq_Hal) of phonographic neighborhood; includes homophones,NA,NA,Hyperspace Analogue to Language (HAL),"Balota et al., 2007; Lund & Burgess, 1996","Lund & Burgess, 1996",NA,Raw,Function Words,Log,Tokens
843,OLD_FW,Average Levenshtein Distance of closest orthographic neighbors FW,Word Neighbor Information,TAALES 2.0,Mean orthographic Levenshtein distances from a word to its 20 closest neighbors; neighbors determined using orthographic Levenshtein distance,NA,NA,NA,"Yarkoni, Balota, & Yap, 2008","Balota et al., 2007",NA,Raw,Function Words,Raw,Tokens
844,OLDF_FW,Average log HAL frequency of closest orthographic neighbors FW,Word Neighbor Information,TAALES 2.0,Mean log HAL frequency of a word's 20 closest neighbors; neighbors determined using Levenshtein orthographic distance,NA,NA,NA,"Yarkoni, Balota, & Yap, 2008","Balota et al., 2007",NA,Raw,Function Words,Log,Tokens
845,PLD_FW,Average Levenshtein Distance of closest phonological neighbors FW,Word Neighbor Information,TAALES 2.0,Mean phonoogical Levenshtein distances from a word to its 20 closest neighbors; neighbors determined using phonological Levenshtein distance,NA,NA,NA,"Yarkoni, Balota, & Yap, 2008","Balota et al., 2007",NA,Raw,Function Words,Raw,Tokens
846,PLDF_FW,Average log HAL frequency of closest phonological neighbors FW,Word Neighbor Information,TAALES 2.0,Mean log HAL frequency of a word's 20 closest neighbors; neighbors determined using phonological Levenshein distance,NA,NA,NA,"Yarkoni, Balota, & Yap, 2008","Balota et al., 2007",NA,Raw,Function Words,Log,Tokens
847,BG_Mean,Character Bigram Frequency,Character Bigram Frequency,TAALES 2.0,"Ave bigram count for given word; bigram here refers to two letters (e.g., ""DO"" in DOG)",NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,All words,Raw,Tokens
848,LD_Mean_RT,Lexical Decision Time,Word Recognition Norms,TAALES 2.0,Mean lexical decision reaction time in milliseconds across all participants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,All words,Raw,Tokens
849,LD_Mean_RT_Zscore,Lexical Decision Time (z-score),Word Recognition Norms,TAALES 2.0,Standardized lexical decision reaction time across all participants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,All words,Raw,Tokens
850,LD_Mean_RT_SD,Lexical Decision Time (standard deviation),Word Recognition Norms,TAALES 2.0,Standard deviation of mean lexical decision reaction time across all participants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,All words,Raw,Tokens
851,LD_Mean_Accuracy,Lexical Decision Accuracy,Word Recognition Norms,TAALES 2.0,Average lexical decision accuracy of all particIpants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,All words,Raw,Tokens
852,WN_Mean_RT,Word Naming Response Time,Word Recognition Norms,TAALES 2.0,Mean naming reaction time in milliseconds across all participants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,All words,Raw,Tokens
853,WN_Zscore,Word Naming Response Time (z-score),Word Recognition Norms,TAALES 2.0,Standardized naming reaction time across all participants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,All words,Raw,Tokens
854,WN_SD,Word Naming Response Time (standard deviation),Word Recognition Norms,TAALES 2.0,Standard deviation of mean naming reaction time across all participants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,All words,Raw,Tokens
855,WN_Mean_Accuracy,Word Naming Response Accuracy,Word Recognition Norms,TAALES 2.0,Average naming accuracy of all participants for this word for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,All words,Raw,Tokens
856,BG_Mean_CW,Character Bigram Frequency CW,Character Bigram Frequency,TAALES 2.0,"Ave bigram count for given word; bigram refers to two letters (e.g., ""DO"" in DOG)",NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Content Words,Raw,Tokens
857,LD_Mean_RT_CW,Lexical Decision Time CW,Word Recognition Norms,TAALES 2.0,Mean lexical decision reaction time in milliseconds across all participants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Content Words,Raw,Tokens
858,LD_Mean_RT_Zscore_CW,Lexical Decision Time (z-score) CW,Word Recognition Norms,TAALES 2.0,Standardized lexical decision reaction time across all participants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Content Words,Raw,Tokens
859,LD_Mean_RT_SD_CW,Lexical Decision Time (standard deviation) CW,Word Recognition Norms,TAALES 2.0,Standard deviation of mean lexical decision reaction time across all participants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Content Words,Raw,Tokens
860,LD_Mean_Accuracy_CW,Lexical Decision Accuracy CW,Word Recognition Norms,TAALES 2.0,Average lexical decision accuracy of all particIpants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Content Words,Raw,Tokens
861,WN_Mean_RT_CW,Word Naming Response Time CW,Word Recognition Norms,TAALES 2.0,Mean naming reaction time in milliseconds across all participants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Content Words,Raw,Tokens
862,WN_Zscore_CW,Word Naming Response Time (z-score) CW,Word Recognition Norms,TAALES 2.0,Standardized naming reaction time across all participants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Content Words,Raw,Tokens
863,WN_SD_CW,Word Naming Response Time (standard deviation) CW,Word Recognition Norms,TAALES 2.0,Standard deviation of mean naming reaction time across all participants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Content Words,Raw,Tokens
864,WN_Mean_Accuracy_CW,Word Naming Response Accuracy CW,Word Recognition Norms,TAALES 2.0,Average naming accuracy of all participants for this word for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Content Words,Raw,Tokens
865,BG_Mean_FW,Character Bigram Frequency FW,Character Bigram Frequency,TAALES 2.0,"Ave bigram count for given word; bigram refers to two letters (e.g., ""DO"" in DOG)",NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Function Words,Raw,Tokens
866,LD_Mean_RT_FW,Lexical Decision Time FW,Word Recognition Norms,TAALES 2.0,Mean lexical decision reaction time in milliseconds across all participants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Function Words,Raw,Tokens
867,LD_Mean_RT_Zscore_FW,Lexical Decision Time (z-score) FW,Word Recognition Norms,TAALES 2.0,Standardized lexical decision reaction time across all participants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Function Words,Raw,Tokens
868,LD_Mean_RT_SD_FW,Lexical Decision Time (standard deviation) FW,Word Recognition Norms,TAALES 2.0,Standard deviation of mean lexical decision reaction time across all participants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Function Words,Raw,Tokens
869,LD_Mean_Accuracy_FW,Lexical Decision Accuracy FW,Word Recognition Norms,TAALES 2.0,Average lexical decision accuracy of all particIpants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Function Words,Raw,Tokens
870,WN_Mean_RT_FW,Word Naming Response Time FW,Word Recognition Norms,TAALES 2.0,Mean naming reaction time in milliseconds across all participants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Function Words,Raw,Tokens
871,WN_Zscore_FW,Word Naming Response Time (z-score) FW,Word Recognition Norms,TAALES 2.0,Standardized naming reaction time across all participants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Function Words,Raw,Tokens
872,WN_SD_FW,Word Naming Response Time (standard deviation) FW,Word Recognition Norms,TAALES 2.0,Standard deviation of mean naming reaction time across all participants for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Function Words,Raw,Tokens
873,WN_Mean_Accuracy_FW,Word Naming Response Accuracy FW,Word Recognition Norms,TAALES 2.0,Average naming accuracy of all participants for this word for this word,NA,NA,NA,"Balota et al., 2007",NA,NA,Raw,Function Words,Raw,Tokens
874,lsa_average_top_three_cosine,LSA Contextual Distinctiveness (top 3 cosine),Contextual Distinctiveness,TAALES 2.0,Average LSA cosine scores for the top three related words for each word in the text,NA,NA,TASA (Touchstone Applied Sciences Associates),"Laundauer, McNamara, Dennis, & Kintsch (2014)","Landauer, Foltz, & Laham (1998)",Educational texts,Lemma,All words,0,Tokens
875,lsa_max_similarity_cosine,LSA Contextual Distinctiveness (maximum cosine),Contextual Distinctiveness,TAALES 2.0,Maximum LSA cosine score for the top related word for each word in the text,NA,NA,TASA (Touchstone Applied Sciences Associates),"Laundauer, McNamara, Dennis, & Kintsch (2014)","Landauer, Foltz, & Laham (1998)",Educational texts,Lemma,All words,0,Tokens
876,lsa_average_all_cosine,LSA Contextual Distinctiveness (all cosine),Contextual Distinctiveness,TAALES 2.0,Average LSA cosine scores for all related words for each word in the text,NA,NA,TASA (Touchstone Applied Sciences Associates),"Laundauer, McNamara, Dennis, & Kintsch (2014)","Landauer, Foltz, & Laham (1998)",Educational texts,Lemma,All words,0,Tokens
877,aoe_inverse_average,LDA Age of Exposure (inverse average),Age of Acquisition/Exposure,TAALES 2.0,Incremental Age of Exposure (AOE) for words across 13 grade level using LDA modeling,1 - Avg(LDA cosine values),0,TASA (Touchstone Applied Sciences Associates),NA,"Dascalu, McNamara, Crossley, &Trausan-Matu (2016)",Educational texts,Lemma,All words,0,Tokens
